매장명,주소,위도,경도
발산역사거리,서울특별시 강서구 공항대로 248 (마곡동) 1522-3232,37.558509,126.835096
방배,서울특별시 서초구 방배로 211 1522-3232,37.491914,126.9904974
방배다이치빌딩,서울특별시 서초구 방배로 114 (방배동) 1522-3232,37.48431,126.996075
방배로,서울특별시 서초구 방배로 52 (방배동) 1522-3232,37.4793434,126.9994968
방배역,서울특별시 서초구 방배로 84 (방배동) 1522-3232,37.48200755,126.9976438
방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동) 1522-3232,37.4934767,126.9865297
방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동) 1522-3232",37.50849041,127.1267765
방학역,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호 1522-3232",37.6653125,127.0433125
방화DT,서울특별시 강서구 방화대로 375 (방화동) 1522-3232,37.57445683,126.8164881
별다방,서울특별시 중구 퇴계로 100 (회현동2가) 1522-3232,37.5602013,126.9829327
보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT) 1522-3232",37.49191014,126.9235484
보라매대교빌딩,서울특별시 관악구 보라매로3길 23 (봉천동) 1층 1522-3232,37.491449,126.925432
봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동) 1522-3232,37.51131683,127.0484634
봉은사역,서울특별시 강남구 봉은사로 619 (삼성동) 1522-3232,37.515,127.063196
봉천역,서울특별시 관악구 남부순환로 1730 (봉천동) 1522-3232,37.48203753,126.9422878
봉천현대시장,"서울특별시 관악구 은천로 118 (봉천동), 1층 101~104호 1522-3232",37.48665267,126.9482961
북가좌DT,서울특별시 서대문구 응암로 85 (북가좌동) 1522-3232,37.580758,126.911478
북촌로,서울특별시 종로구 북촌로4길 23 (계동) 1522-3232,37.57941902,126.9864856
불광역,서울특별시 은평구 통일로 715 (대조동) 1522-3232,37.609382,126.9303971
불광역8번출구,서울특별시 은평구 통일로 746 (불광동) 1522-3232,37.61199,126.9289
사가정역,서울특별시 중랑구 면목로 310 1522-3232,37.579594,127.087966
사당,서울특별시 관악구 남부순환로 2082-25 1522-3232,37.4760559,126.980928
사당로데오,서울특별시 서초구 방배천로 5-4(방배동) 1522-3232,37.4772752,126.9821605
사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동) 1522-3232",37.47849216,126.9813456
사이버한국외대,서울특별시 동대문구 휘경로 6 (이문동) 1522-3232,37.5960508,127.0607612
삼선교,서울특별시 성북구 동소문로 10 (동소문동2가) 1522-3232,37.588696,127.0073207
삼성,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동) 1522-3232",37.50689646,127.0557187
삼성교,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층 1522-3232",37.507794,127.06517
삼성동,서울특별시 강남구 영동대로96길 12 (삼성동) 1522-3232,37.51084337,127.0636334
삼성역,서울특별시 강남구 테헤란로 620 (대치동) 1522-3232,37.50920696,127.0656085
삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동) 1522-3232,37.50775,127.060651
삼성현대힐,서울특별시 강남구 삼성로 605 (삼성동) 1522-3232,37.51350444,127.0527375
삼청동,서울특별시 종로구 삼청로 111-1 (삼청동) 1522-3232,37.58541226,126.9819133
상계초교사거리,서울특별시 노원구 노원로 449 (상계동) 1522-3232,37.656776,127.066442
상도대로,"서울특별시 동작구 상도로 218 (상도동), 1층 1522-3232",37.50504793,126.9428938
상도역,서울특별시 동작구 상도로37길 1 (상도1동) 1522-3232,37.5031936,126.9484581
상봉,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합) 1522-3232",37.597842,127.092509
상봉역,서울특별시 중랑구 망우로 307 (상봉동) 1522-3232,37.59689,127.08647
상수역,서울특별시 마포구 독막로 88 (상수동) 1522-3232,37.5474817,126.9232158
상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동) 1522-3232",37.57770032,126.8909364
상암MBC,서울특별시 마포구 성암로 267 (상암동) 1522-3232,37.58094224,126.8915854
상암YTN,서울특별시 마포구 상암산로 76 (상암동) 1522-3232,37.57931427,126.8922104
상암디지털큐브,서울특별시 마포구 상암산로 34 1522-3232,37.57613522,126.8889264
상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동) 1522-3232,37.58146221,126.8887855
상왕십리역,서울특별시 성동구 왕십리로 382 (하왕십리동) 1522-3232,37.565,127.0279
상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동) 1522-3232",37.55094836,127.1740954
상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오) 1522-3232",37.55756654,127.1707636
새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩 1522-3232,37.56985308,126.9749952
새절역,서울특별시 은평구 증산로 371 (신사동) 1522-3232,37.58942667,126.9128635
샛강역,서울특별시 영등포구 여의대방로 376 (여의도동) 1522-3232,37.51832551,126.9311172
서강광흥창역,서울특별시 마포구 서강로 69 (창전동) 1522-3232,37.549377,126.931661
서강대,서울특별시 마포구 백범로 23 (신수동) 1522-3232,37.5524584,126.9378262
서강대프라자,서울특별시 마포구 백범로 35 (신수동) 1522-3232,37.55102697,126.9431337
서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동) 1522-3232,37.548178,126.941576
서교동사거리,서울특별시 마포구 양화로 105 (서교동) 1522-3232,37.553376,126.918564
서대문역,서울특별시 종로구 통일로 134 (평동) 1522-3232,37.56687533,126.9661107
서대문적십자,서울특별시 종로구 새문안로 9 (평동) 서울적십자병원 별관 상가동 1층 B호 1522-3232,37.56678782,126.9673049
서래마을입구,서울특별시 서초구 서래로 48 (반포동) 1522-3232,37.49925284,126.9984801
서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩 1522-3232,37.563006,126.974546
서울고속터미널,서울특별시 서초구 신반포로 194 (반포동) 1522-3232,37.5045697,127.0061603
서울교대,"서울특별시 서초구 서초중앙로 64, 1층 (서초동) 1522-3232",37.4874556,127.0152554
서울대역,서울특별시 관악구 남부순환로 1817 (봉천동) 1522-3232,37.48166265,126.9520165
서울대입구역,서울특별시 관악구 남부순환로 1812 (봉천동) 1522-3232,37.48120739,126.9514006
서울대입구역8번출구,서울특별시 관악구 남부순환로 1831 (봉천동) 1522-3232,37.4812061,126.9536942
서울대치과병원,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층 1522-3232,37.577331,127.000348
서울세관사거리,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회 1522-3232,37.514887,127.035653
서울숲역,서울특별시 성동구 왕십리로 50 (성수동1가) 1층 1522-3232,37.54186897,127.044899
서울아트센터,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩 1522-3232,37.480866,127.012368
서울안토,서울특별시 강북구 삼양로 689 (우이동) 지하1층 1522-3232,37.6641955,127.0104073
서울양평역,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS) 1522-3232",37.523128,126.885809
서울역동자동,서울특별시 용산구 한강대로 372 (동자동) 1522-3232,37.551752,126.972694
서울역사,서울특별시 용산구 한강대로 405 (동자동) 신-101호 1522-3232,37.554157,126.9717936
서울역서부,서울특별시 용산구 만리재로 202 (서계동) 1522-3232,37.555165,126.968446
서울웨이브아트센터,서울특별시 서초구 잠원로 145-35 (잠원동) 1522-3232,37.518807,127.00704
서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국 1522-3232,37.561678,126.982117
서울타워,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층 1522-3232,37.551102,126.988317
서이초교사거리,서울특별시 서초구 사임당로 143 (서초동) 1522-3232,37.4918146,127.0252252
서초구청,서울특별시 서초구 남부순환로 2557 (서초동) 1522-3232,37.48435384,127.0300905
서초동,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동) 1522-3232",37.485941,127.021525
서초법원,서울특별시 서초구 서초대로 274 (서초동) 1522-3232,37.492881,127.01208
서초역,서울특별시 서초구 반포대로 118 (서초동) 1522-3232,37.49067495,127.0086118
서초역이화빌딩,서울특별시 서초구 반포대로21길 3 (서초동) 1522-3232,37.488356,127.009058
서초우면,서울특별시 서초구 태봉로 62 (우면동) 1522-3232,37.46404761,127.0250244
서초우성사거리,서울특별시 서초구 강남대로 343 (서초동) 1522-3232,37.493545,127.02943
서초중앙로,서울특별시 서초구 서초중앙로 225 1522-3232,37.501691,127.01152
서초태우빌딩,서울특별시 서초구 강남대로 285 (서초동) 1522-3232,37.48870505,127.0315812
서초파라곤,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤 1522-3232,37.49494259,127.0274263
석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동) 1522-3232,37.5063929,127.0964684
석촌역,"서울특별시 송파구 백제고분로 358, 1층 (석촌동) 1522-3232",37.50442906,127.1062992
석촌호수,서울특별시 송파구 석촌호수로 262 (송파동) 1522-3232,37.50957859,127.1053264
선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동) 1522-3232,37.505321,127.050409
선릉로,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동) 1522-3232",37.50498119,127.0468081
선릉세화빌딩,서울특별시 강남구 테헤란로64길 18 (대치동) 1층 1522-3232,37.50377562,127.051196
선릉역,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동) 1522-3232",37.50393894,127.0485135
선유도역 1번출구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128 1522-3232,37.538333,126.893612
선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩 1522-3232,37.53427768,126.8969763
선정릉역,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩 1522-3232,37.5107549,127.0445597
성대입구,서울특별시 종로구 창경궁로 235 (명륜3가) 1522-3232,37.582892,126.998392
성수,서울특별시 성동구 아차산로 104 (성수동2가) 1522-3232,37.54446208,127.0554133
성수낙낙,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호 1522-3232,37.547326,127.066367
성수역,서울특별시 성동구 성수이로 94 (성수동2가) 1522-3232,37.543193,127.056943
성신여대,서울특별시 성북구 동소문로24길 12 (동선동1가) 1522-3232,37.593135,127.018379
성신여대입구역,서울특별시 성북구 동소문로 105 (동선동4가) 1522-3232,37.59304,127.016641
성신여대정문,서울특별시 성북구 보문로34길 62 (동선동2가) 1522-3232,37.59091,127.0188
세종대로,서울특별시 중구 세종대로 135-5 (태평로1가) 1522-3232,37.568678,126.976493
센터필드R,서울특별시 강남구 테헤란로 231 (역삼동) 1522-3232,37.50369465,127.0417208
센트럴F1,서울특별시 서초구 신반포로 176 (반포동) 1522-3232,37.505148,127.004395
센트럴시티,서울특별시 서초구 신반포로 176 (반포동) 1522-3232,37.504707,127.004459
소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동) 1522-3232",37.563883,126.980849
송정역,"서울특별시 강서구 공항대로 38 (공항동), 1층 일부 1522-3232",37.56105571,126.8115099
송파KT,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호 1522-3232",37.51394208,127.1069923
송파NC,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층 1522-3232,37.47804419,127.1258008
송파개롱역,서울특별시 송파구 오금로 420 (가락동) 1522-3232,37.49713613,127.136313
송파거여역,서울특별시 송파구 오금로 493 (거여동) 1522-3232,37.49360001,127.1436454
송파나루역DT,서울특별시 송파구 오금로 142 (송파동) 1522-3232,37.510976,127.110358
송파마천사거리DT,서울특별시 송파구 거마로 78 (마천동) 1522-3232,37.499829,127.147672
송파방이DT,서울특별시 송파구 오금로 241 (방이동) 1522-3232,37.506564,127.120495
송파사거리,서울특별시 송파구 송파대로 386 (송파동) 1522-3232,37.5022788,127.1103904
송파아이파크,서울특별시 송파구 법원로 55 (문정동) 1522-3232,37.47979344,127.1224204
송파위례,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크) 1522-3232",37.478416,127.143161
송파헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티) 1522-3232",37.49778269,127.102852
수색,서울특별시 은평구 수색로 216 (수색동) 1522-3232,37.58006407,126.8995624
수서역R,서울특별시 강남구 광평로 281 (수서동) 1522-3232,37.48802242,127.1029799
수서역사거리,서울특별시 강남구 광평로 280 (수서동) 1522-3232,37.48740078,127.1029225
수유역,서울특별시 강북구 도봉로 342 (번동) 1522-3232,37.6380167,127.026135
수유역5번출구,"서울특별시 강북구 도봉로 315 (수유동, 에피소드 수유 838) 1522-3232",37.63672268,127.0233221
숙대입구역,서울특별시 용산구 한강대로 291 (갈월동) 1522-3232,37.54422578,126.971957
숙명여대정문,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층) 1522-3232,37.54474797,126.964842
순천향입구,서울특별시 용산구 대사관로 67 (한남동) 1522-3232,37.533394,127.00563
순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동) 1522-3232",37.559992,126.971851
숭례문,"서울특별시 중구 세종대로 17, 그레이츠 숭례 1층 (남대문로5가) 1522-3232",37.55874473,126.9730952
숭례문SG타워,서울특별시 중구 세종대로 14 (남대문로5가) 1522-3232,37.5581293,126.9742637
숭례문북창,서울특별시 중구 세종대로12길 12 (남대문로4가) 1522-3232,37.561725,126.976838
숭실대,서울특별시 동작구 사당로 4 (상도동) 1522-3232,37.49538073,126.9548891
숭실대입구역,서울특별시 동작구 상도로 354 (상도동) 1522-3232,37.4968346,126.9527123
스타필드코엑스몰R,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호 1522-3232,37.50999,127.061455
스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본 1522-3232,37.57493108,126.9692173
시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가) 1522-3232",37.56629,126.979808
시청역11번출구,서울특별시 중구 서소문로 129 (서소문동) 1522-3232,37.56377593,126.9753057
신금호역,서울특별시 성동구 금호로 158-1 (금호동1가) 1~5층 전체 1522-3232,37.55495379,127.0201108
신논현역,"서울특별시 서초구 사평대로 367 (반포동), 1층 1522-3232",37.50437552,127.0231025
신논현역3번출구,서울특별시 강남구 강남대로 488 (논현동) 1522-3232,37.50587698,127.0242895
신당역,"서울특별시 중구 퇴계로 385, 1층 (흥인동) 1522-3232",37.5654034,127.0143524
신당역사거리,서울특별시 중구 다산로 258 (흥인동) 1522-3232,37.565807,127.01643
신대방삼거리역,서울특별시 동작구 상도로 102 (상도동) 1522-3232,37.50034872,126.9319876
신도림센터포인트,"서울특별시 구로구 새말로 97 (구로동)신도림센터포인트웨스트 지하1층 오01호, 오02호 1522-3232",37.50774169,126.8903511
신도림힐스테이트,서울특별시 구로구 경인로 625 (신도림동) 1522-3232,37.50686003,126.8846381
신림,서울특별시 관악구 신림로 355-1 (신림동) 1522-3232,37.48609493,126.9291602
신림DT,서울특별시 관악구 남부순환로 1419 (신림동) 1522-3232,37.480935,126.908407
신림녹두거리,"서울특별시 관악구 신림로 99 (신림동, 센터스퀘어 서울대점) 1522-3232",37.4704882,126.9381587
신림타임스트림,서울특별시 관악구 신림로 330 타임스트림 1층 1522-3232,37.48407102,126.9302583
신사가로수,서울특별시 강남구 가로수길 59  1522-3232,37.521933,127.022521
신사역,서울특별시 강남구 도산대로 108 (논현동) 렉스타워 1522-3232,37.5162021,127.0207428
신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동) 1522-3232,37.5139309,127.0206057
신설동역,서울특별시 동대문구 왕산로 19 (신설동) 1522-3232,37.5767228,127.0255446
신세계본점6F,서울특별시 중구 퇴계로 77 (충무로1가) 1522-3232,37.560381,126.980758
신세계푸드마켓도곡,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동) 1522-3232",37.49010201,127.0550702
신압구정,서울특별시 강남구 언주로174길 29 (신사동) 1522-3232,37.528115,127.036441
신용산역,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산) 1522-3232",37.5286259,126.9668945
신월IC DT,서울특별시 양천구 남부순환로 430 (신월동) 1522-3232,37.52950244,126.8322023
신월동DT,서울특별시 양천구 남부순환로 319 (신월동) 1522-3232,37.53829235,126.8271014
신정DT,서울특별시 양천구 신월로 341 (신정동) 1522-3232,37.521993,126.858865
신촌,서울특별시 서대문구 연세로 10-1 (창천동) 1522-3232,37.55650191,126.93697
신촌로,서울특별시 서대문구 신촌로 109 (창천동) 1522-3232,37.55580883,126.9382863
신촌명물거리,"서울특별시 서대문구 명물길 24, 1-5층 (창천동) 1522-3232",37.55776843,126.9381545
신촌역,서울특별시 서대문구 신촌로 73 (창천동) 1522-3232,37.55625738,126.934653
신촌오거리,서울특별시 마포구 신촌로16길 10 (노고산동) 1522-3232,37.555137,126.934694
신풍역,서울특별시 영등포구 신풍로 23 (신길동) 1522-3232,37.50034696,126.9084384
쌍문,서울특별시 도봉구 도봉로 494 (창동) 1522-3232,37.649424,127.035577
쌍문도봉로,서울특별시 도봉구 도봉로 444 (창동) 1522-3232,37.6453516,127.0331011
아시아선수촌,서울특별시 송파구 백제고분로 69 (잠실동) 1522-3232,37.51059,127.079047
아차산역,서울특별시 광진구 천호대로 676 (구의동) 1522-3232,37.55062116,127.0900321
아크로힐스논현,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동) 1522-3232",37.50901331,127.0403524
아크플레이스,서울특별시 강남구 테헤란로 142 (역삼동) 1522-3232,37.49971982,127.0349084
아현역,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지) 1522-3232",37.55824501,126.9561691
아현역대로,서울특별시 마포구 신촌로 262 (아현동) 1522-3232,37.5571701,126.9549079
안국,서울특별시 종로구 북촌로 5-1 (재동) 1522-3232,37.57739395,126.9857643
안암역,서울특별시 성북구 고려대로 102-2 (안암동5가) 1522-3232,37.586319,127.030556
암사역,서울특별시 강동구 올림픽로 786 (암사동) 1522-3232,37.55128202,127.1281051
압구정,서울특별시 강남구 압구정로30길 17 (신사동) 1522-3232,37.526283,127.02956
압구정R,서울특별시 강남구 언주로 861 (신사동) 1522-3232,37.5273669,127.033061
압구정로,서울특별시 강남구 압구정로42길 32 (신사동) 1522-3232,37.52680046,127.0347174
압구정로데오역,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동) 1522-3232",37.526549,127.040437
압구정미소,서울특별시 강남구 논현로 841 (신사동) 1522-3232,37.52391271,127.0280721
압구정역,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동) 1522-3232",37.52674095,127.0281105
압구정역사3번출구,서울특별시 강남구 논현로 854 (신사동) 1522-3232,37.52575282,127.0288619
압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동) 1522-3232,37.5227934,127.0286009
압구정현대아파트,서울특별시 강남구 논현로175길 38 (신사동) 1522-3232,37.52521971,127.0256602
애오개역,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동) 1522-3232",37.55229379,126.9557935
약수역,서울특별시 중구 다산로 129 (신당동) 1522-3232,37.555437,127.0107253
양원역,서울특별시 중랑구 양원역로10길 3 (망우동) 1522-3232,37.60665363,127.1063598
양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동) 1522-3232,37.485192,127.036685
양재역,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩 1522-3232,37.48237953,127.0368534
양재역신분당역사,서울특별시 서초구 남부순환로 2585 신분당선 양재역 지하1층 12호(7번출구쪽) 1522-3232,37.48393473,127.0345442
양재하나로마트,서울특별시 서초구 청계산로 10 (양재동) 1522-3232,37.462361,127.043181
양천향교역,서울특별시 강서구 양천로 344 (마곡동) 1522-3232,37.56785182,126.8408208
어린이대공원역,서울특별시 광진구 능동로 243 (군자동) 1522-3232,37.551946,127.076404
언주역,서울특별시 강남구 봉은사로 222 (역삼동) 1522-3232,37.507975,127.036478
엔터식스,서울특별시 성동구 왕십리광장로 17 (행당동) 1522-3232,37.561863,127.037852
여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동) 1522-3232,37.52408577,126.924726
여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워 1522-3232,37.51891607,126.9280116
여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동) 1522-3232,37.525273,126.924668
여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호 1522-3232,37.52538632,126.9260652
여의도IFC몰(L2)STREET,서울특별시 영등포구 국제금융로 10 (여의도동) L2 S15 1522-3232,37.52392601,126.9249835
여의도KBS R,서울특별시 영등포구 의사당대로 26 (여의도동) 1522-3232,37.526596,126.918456
여의도TP타워,서울특별시 영등포구 의사당대로 96 (여의도동) 1522-3232,37.52140431,126.9232015
여의도공원R,서울특별시 영등포구 여의공원로 101 (여의도동) 1522-3232,37.52912953,126.9253573
여의도교직원공제회,서울특별시 영등포구 여의나루로 50 (여의도동) 1522-3232,37.5219149,126.9255879
여의도브라이튼,"서울특별시 영등포구 국제금융로 39 (여의도동, 브라이튼 여의도), 1층 1522-3232",37.52410062,126.9298173
여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층 1522-3232,37.523328,126.923439
여의도원센티널,서울특별시 영등포구 여의대로 70 (여의도동) 1522-3232,37.52505179,126.9242414
여의도의사당,서울특별시 영등포구 국회대로74길 12 (여의도동) 1522-3232,37.530023,126.92109
여의도일신,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부 1522-3232,37.52774993,126.9202762
여의도한강공원,서울특별시 영등포구 여의동로 338 (여의도동) 선착장 3층 1522-3232,37.52893,126.9345411
여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권 1522-3232,37.52239462,126.9291395
여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동) 1522-3232",37.52047778,126.9292064
역삼대로,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동) 1522-3232",37.501623,127.039375
역삼럭키,서울특별시 강남구 도곡로 183 (역삼동) 1522-3232,37.492209,127.039389
역삼아레나빌딩,서울특별시 강남구 언주로 425 (역삼동) 1522-3232,37.501087,127.043069
역삼이마트,서울특별시 강남구 역삼로 310 (역삼동) 1522-3232,37.499367,127.048425
역삼초교사거리,서울특별시 강남구 역삼로 123 (역삼동) 1522-3232,37.49416922,127.0331779
역삼포스코,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동) 1522-3232",37.499721,127.033582
연대,서울특별시 서대문구 연세로 35 (창천동) 1522-3232,37.558706,126.936727
연대동문,서울특별시 서대문구 성산로 565 (대신동) 1522-3232,37.56648507,126.9463253
연세백양로,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교 1522-3232,37.56287446,126.93744
연세세브란스,서울특별시 중구 통일로 10 (남대문로5가) 1522-3232,37.557207,126.97354
연세암병원,서울특별시 서대문구 연세로 50-1 (신촌동) 1522-3232,37.56046655,126.9374534
연세종합관,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동) 1522-3232",37.56146854,126.9411197
연신내,서울특별시 은평구 통일로 867 (갈현동) 1522-3232,37.6203213,126.9198976
연신내역5번출구,"서울특별시 은평구 연서로 222 (대조동), 1층 1522-3232",37.61813536,126.9203813
연신내역사거리,서울특별시 은평구 통일로 842 (불광동) 1522-3232,37.61877394,126.9217989
연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동) 1522-3232,37.57462714,126.9804754
연희DT,서울특별시 서대문구 연희로 144 (연희동) 1522-3232,37.5702143,126.9339777
연희동,서울특별시 서대문구 연희로 79 (연희동) 1522-3232,37.56545506,126.9295527
염창대로,"서울특별시 강서구 양천로 744 (염창동), 101호 1522-3232",37.54854791,126.8782593
염창역,서울특별시 강서구 공항대로 627 (염창동) 1522-3232,37.547359,126.874436
영동2교,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동) 1522-3232",37.48203954,127.0425748
영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가) 1522-3232,37.526419,126.905314
영등포구청역,서울특별시 영등포구 국회대로 558  1522-3232,37.52796774,126.8962044
영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가) 1522-3232,37.518713,126.909559
영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가) 1522-3232,37.5204239,126.904446
영등포시장역,서울특별시 영등포구 영중로 79 (영등포동7가) 1522-3232,37.52348591,126.9050032
영등포신길,"서울특별시 영등포구 신길로 137 (신길동) 1,2층 1522-3232",37.504566,126.910073
영등포역,서울특별시 영등포구 경인로 870 (영등포동1가) 1522-3232,37.51702,126.909191
오류동역,서울특별시 구로구 경인로 216 (오류동) 1522-3232,37.4962155,126.8448614
오목교역,서울특별시 양천구 오목로 354 (목동) 1522-3232,37.52385593,126.8764499
옥수,서울특별시 성동구 독서당로 202 (옥수동) 1522-3232,37.5430298,127.0133661
올림픽공원남문,서울특별시 송파구 위례성대로 102 (방이동) 1522-3232,37.5133,127.123113
올림픽공원북2문,서울특별시 강동구 강동대로 199 (성내동) 1522-3232,37.5241832,127.1286775
올림픽대교북단,서울특별시 광진구 광나루로 608 (구의동) 1522-3232,37.541129,127.09524
올림픽아파트,서울특별시 송파구 양재대로 1220 (방이동) 1522-3232,37.515315,127.133237
올림픽평화의문,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트 1522-3232,37.5156426,127.1164819
올림픽훼미리,서울특별시 송파구 중대로 68 (문정동) 1522-3232,37.49161638,127.1162657
왕십리역,서울특별시 성동구 왕십리로 326 (도선동) 1522-3232,37.5627541,127.0339072
왕십리역9번출구,서울특별시 성동구 고산자로 234 (행당동) 1522-3232,37.56054272,127.0352673
외대정문,서울특별시 동대문구 이문로 93 (이문동) 1522-3232,37.59532316,127.0593373
용산리첸시아,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산) 1522-3232",37.53835681,126.967241
용산아이파크몰1F,서울특별시 용산구 한강대로23길 55 1층 (한강로3가) 1522-3232,37.52886849,126.9645412
용산아이파크몰6F,서울특별시 용산구 한강대로23길 55 1522-3232,37.52958048,126.9640261
용산역써밋R,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋) 1522-3232",37.52743397,126.9656534
용산이마트,서울특별시 용산구 한강대로23길 55 (한강로3가) 용산이마트 지하 2층 1522-3232,37.52970001,126.9657316
용산전자랜드,서울특별시 용산구 청파로 74 (한강로3가) 1522-3232,37.53283406,126.9610914
용산파크타워,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워) 1522-3232",37.523818,126.970389
용산해링턴스퀘어,서울특별시 용산구 서빙고로 17 (한강로3가) 1522-3232,37.52653796,126.9673621
우리은행본점B1F,서울특별시 중구 소공로 51 (회현동1가) 1522-3232,37.55958973,126.9817781
우장산역,서울특별시 강서구 강서로 267 (내발산동) 1522-3232,37.54951004,126.8360616
원그로브,"서울특별시 강서구 공항대로 165 (마곡동)지하1층, WB115호 1522-3232",37.56124715,126.8246555
월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호) 1522-3232",37.6295,127.0574
월계이마트,서울특별시 노원구 마들로3길 15 (월계동) 1522-3232,37.62715819,127.0620955
월계트레이더스,서울특별시 노원구 마들로3길 17 (월계동) 1522-3232,37.62759527,127.0619061
월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동) 1522-3232",37.60203,127.040643
은평구청입구,서울특별시 은평구 은평로 170 (응암동) 1522-3232,37.601042,126.926789
은평이마트,서울특별시 은평구 은평로 111 (응암동) 1522-3232,37.60037923,126.9202735
